business_id,name,website,current_email,current_logo,niche_slug,city,state_code
b_buffalo-electric-s_ham_bama_35086,Buffalo Electric Supply Co.,http://www.inlineelectric.com/,,,electrical,Birmingham,AL
b_superior-plumbing-_ham_bama_25954,Superior Plumbing & Drain LLC,https://superiorplumbingbhm.com/service-areas/homewood,,https://superiorplumbingbhm.com/images/favico.png,plumbing,Birmingham,AL
b_jackson-electrical_ham_bama_42266,Jackson Electrical Services,https://electricalservicesbirmingham.com/,,,electrical,Birmingham,AL
b_southern-pipe-supp_ham_bama_21601,Southern Pipe & Supply,http://www.southernpipe.com/,,,plumbing,Birmingham,AL
b_atc-services-montg_ery_bama_27996,ATC SERVICES,http://www.hilyerservices.com/,,https://irp.cdn-website.com/c022d180/dms3rep/multi/Hilyer+LOGO+1080x545px+%282%29.png,plumbing,Montgomery,AL
b_seven-acre-remodel_ery_bama_93819,Seven Acre Remodeling,https://themontgomeryhandyman.com/,,,kitchen-remodeling,Montgomery,AL
b_exterior-waterproo_ham_bama_78374,Exterior Waterproofing,https://exteriorwaterproofing.com/,phillip@exteriorwaterproofing.com,https://exteriorwaterproofing.com/wp-content/uploads/2019/02/fav.jpg,kitchen-remodeling,Birmingham,AL
b_dupont-roofing-sys_ham_bama_00250,DuPont Roofing Systems,https://dupontroofingsystems.com/?utm_source=gmb&utm_medium=referral,,,roofing,Birmingham,AL
b_johnstone-supply-b_ham_bama_04823,Johnstone Supply,https://www.johnstonesupply.com/88,,,hvac,Birmingham,AL
b_david-s-white-roof_ham_bama_62055,David S. White Roofing,https://davidswhiteroofingco.com/,,,roofing,Birmingham,AL
b_dr-electric-birmin_ham_bama_34659,Dr. Electric,https://www.doctorelectricnow.com/,,https://www.doctorelectricnow.com/fbm-data/images/favicon.png,electrical,Birmingham,AL
b_overflow-heating-c_ham_bama_16824,"Overflow Heating & Cooling, Llc",https://overflowheatingcooling.com/,,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,hvac,Birmingham,AL
b_authentic-restorat_ham_bama_76779,Authentic Restoration,http://www.authenticrestoration.biz/,,https://authenticrestoration.biz/media/favicon/king-billy-favicon.png,roofing,Birmingham,AL
b_precision-homecraf_ham_bama_19017,Precision Homecrafters,https://www.precisionhomecrafters.com/,,,kitchen-remodeling,Birmingham,AL
b_armour-roof-and-de_ham_bama_57963,Armour Roof and Dek,https://armourroofanddek.com/,,,kitchen-remodeling,Birmingham,AL
b_shearer-supply-bir_ham_bama_75381,Shearer Supply Birmingham,http://www.shearersupply.com/,,,hvac,Birmingham,AL
b_peak-performance-h_ham_bama_58340,"Peak Performance Heating, Air & Ventilation Systems, LLC",https://www.peakperformanceac.com/,najones@peakperformanceac.com,https://static.parastorage.com/client/pfavico.ico,hvac,Birmingham,AL
b_bill-white-roofing_ham_bama_71932,Bill White Roofing and Specialty,http://www.bwroof.com/,info@bwroof.com,https://irp.cdn-website.com/54d1ba82/site_favicon_16_1775496652764.ico,roofing,Birmingham,AL
b_highland-design-bu_ham_bama_22741,Highland Design + Build,http://highlanddesignbuild.com/,,,kitchen-remodeling,Birmingham,AL
b_tillery-heating-ai_ery_bama_02167,Tillery Heating & Air Conditioning,http://tilleryheatingandair.com/,,,hvac,Montgomery,AL
b_one-call-roofers-b_ham_bama_11969,One Call Roofers,https://www.onecallroofers.com/,,https://www.onecallroofers.com/wp-content/uploads/One-Call-Roofers-Birmingham-Favicon.png,roofing,Birmingham,AL
b_firefly-electrical_ham_bama_09859,"Firefly Electrical, LLC",https://www.fireflyelectricalllc.com/,office@dogwoodmediasolutions.com,https://fireflyelectricalllc.com/wp-content/uploads/2022/05/cropped-FIREFLYBUSCARD1CLEAR-1-32x32.webp,electrical,Birmingham,AL
b_global-roofing-co-_ham_bama_57101,Global Roofing Co.,https://globalroof.co/,,,roofing,Birmingham,AL
b_montgomery-remodel_ery_bama_75368,Montgomery Remodeling and Restoration,http://www.montgomeryremodelingandrestoration.com/,,,kitchen-remodeling,Montgomery,AL
b_a-tile-home-remode_ham_bama_70792,A+ Tile Home Remodeling,http://www.aplustilehomeremodeling.com/,alabamabathremodels@gmail.com,https://www.aplustilehomeremodeling.com/square.ico,kitchen-remodeling,Birmingham,AL
b_specialty-building_ham_bama_31110,Specialty Building Consultants,https://www.specialtybuilding.net/,specialtybuilding@gmail.com,https://static.wixstatic.com/media/33a0c8_c1054604290c4a3482b0809a4d031f6a%7Emv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/33a0c8_c1054604290c4a3482b0809a4d031f6a%7Emv2.jpg,kitchen-remodeling,Birmingham,AL
b_regal-plumbing-llc_ery_bama_40647,Regal Plumbing LLC,http://www.regalplumber.com/,,https://static.wixstatic.com/media/008b31_109b6480243a4bb0897e8a7466efac19%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/008b31_109b6480243a4bb0897e8a7466efac19%7Emv2.png,plumbing,Montgomery,AL
b_birmingham-concret_ham_bama_75141,Birmingham Concreters,https://birminghamconcreters.com/,,https://birminghamconcreters.com/logo.png,kitchen-remodeling,Birmingham,AL
b_eli-services-birmi_ham_bama_28034,ELI Services,https://eliservices.org/?utm_source=gmb&utm_medium=organic,,,electrical,Birmingham,AL
b_24-7-plumbing-birm_ham_bama_23702,24/7 Plumbing Birmingham AL,http://247plumbingbirminghamal.com/,,,plumbing,Birmingham,AL
b_blair-commercial-r_ham_bama_35933,Blair Commercial Roofing,https://www.blaircommercialroofing.com/,info@blaircommercialroofing.com,https://static.wixstatic.com/media/9093ea_c3888753841c47eb8a0821300d34a88a%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/9093ea_c3888753841c47eb8a0821300d34a88a%7Emv2.png,roofing,Birmingham,AL
b_one-call-alabama-b_ham_bama_58661,One Call Alabama,https://onecallalabama.com/,,https://onecallalabama.com/wp-content/uploads/icon-150x150.png,roofing,Birmingham,AL
b_parker-plumbing-ga_ham_bama_51319,Parker Plumbing & Gas,http://parkerplumbingbham.com/,contact@parkerplumbingbham.com,https://images.squarespace-cdn.com/content/v1/565fc647e4b0120b314ee31c/1450818302033-YH7XOFZBIJOWCPN5W2U7/favicon.ico?format=100w,plumbing,Birmingham,AL
b_brown-s-electrical_ham_bama_38191,Brown's Electrical Contractors,http://www.brown-ec.com/,info@brownec.com,https://irp.cdn-website.com/1292a3fb/dms3rep/multi/brownec_fav-57.jpg,electrical,Birmingham,AL
b_bmr-homes-inc-remo_ham_bama_57260,"BMR Homes, Inc. Remodeling and Restoration",http://bmrhomes.net/,info@bmrhomes.net,,kitchen-remodeling,Birmingham,AL
b_supreme-roofing-an_ham_bama_27709,Supreme Roofing and Renovations,http://supremeroofingandrenovations.com/,supremeroofing.al@gmail.com,https://irp.cdn-website.com/2317e26b/site_favicon_16_1669654656908.ico,roofing,Birmingham,AL
b_comfort-technology_ham_bama_24908,Comfort Technology,http://www.comforttechnologyllc.com/,,http://www.comforttechnologyllc.com/favicon.ico,hvac,Birmingham,AL
b_modern-spaces-of-m_ery_bama_70660,Modern Spaces of Montgomery,https://www.ms-montgomery.net/,drew@ms-montgomery.net,https://primary.jwwb.nl/pexels/71/7168096.jpeg?enable-io=true&enable=upscale&fit=bounds&width=1200,kitchen-remodeling,Montgomery,AL
b_grissom-brother-se_ham_bama_44546,Grissom Brother Service Company HVAC,https://grissomservice.com/,,https://grissomservice.com/media/logo-150x150.png,hvac,Birmingham,AL
b_montgomery-noland-_ery_bama_95218,Montgomery Noland,https://www.winsupplyinc.com/Location/Montgomery-AL/36117/Plumbing-HVAC-Supplies,,,hvac,Montgomery,AL
b_charitable-roofing_ham_bama_99889,Charitable Roofing,https://charitableroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-primary-link,your@email.com,,roofing,Birmingham,AL
b_hammer-saw-llc-bir_ham_bama_89401,Hammer & Saw LLC,https://hammerandsawllc.com/,jordan@hammerandsawllc.com,https://hammerandsawllc.com/wp-content/uploads/2024/07/cropped-hammerandsaw-site-icon-32x32.webp,kitchen-remodeling,Birmingham,AL
b_baker-roofing-comp_ham_bama_41719,Baker Roofing Company,https://bakerroofing.com/birmingham-roofing-company/,,https://iuguoryuevjnmdejvwes.supabase.co/storage/v1/object/public/logos/logos/b_baker-roofing-comp_ham_bama_41719.png,roofing,Birmingham,AL
b_bright-future-elec_ham_bama_87617,Bright Future Electric,http://www.brightfutureelectric.com/,,https://cdn.prod.website-files.com/65f32df7d884b8df40159316/65f9b9d2b7d4885bb49885bc_Favicon.png,electrical,Birmingham,AL
b_live-oaks-plumbing_ery_bama_43200,Live Oaks Plumbing,https://liveoak-plumbing.com/,,https://liveoak-plumbing.com/images/favicon.png,plumbing,Montgomery,AL
b_southern-pipe-supp_ery_bama_21601,Southern Pipe & Supply,http://www.southernpipe.com/,,,plumbing,Montgomery,AL
b_top-tier-property-_ery_bama_54024,Top Tier Property Group,https://toptierpropertygroup.org/,info@toptierpropertygroup.com,https://storage.googleapis.com/gpt-engineer-file-uploads/eqWy2YU7tpYca6NI9v65sTkCtfg1/social-images/social-1772332771208-og_top.webp,kitchen-remodeling,Montgomery,AL
b_arnold-brown-metal_ham_bama_28225,Arnold-Brown Metals & Supply,http://www.arnold-brown.com/,barry@arnold-brown.com,https://cdn.website-editor.net/s/e9819f1d825e4f8da402a08e80471dda/dms3rep/multi/AB_logo_Fav.png?Expires=1786335140&Signature=lvsK2gRRUNOmO4QevDf2NCutJBVpifrC6lhC-ucpF9XAIGTnMs5K3t8QZPWBNl4DF-RufY5ogC59UivRNECAdyjafDRPSs2kVWLKl~kAv-ZN6DXvpReCD2ZdqPa2R1wbPQQGJou61u2CkcgvSWDHfc~LA0Ce~Mv91-xTcReMjUtTvRSJ9Y~LuO0iHxoLNYd737MseyoD1uFW8NRvkoSNL391ofNOfIOc2Ih4dyYku~hQ5vANZVv9glermxmKomlSI5VgVXURuPrQiEbdCNTsjf1rfxBx1~cVMO4-q7SIfSNBGxDftE6GkFhEAf9qSE-zMVGZLRwGMvmYq5mSZKeVRA__&Key-Pair-Id=K2NXBXLF010TJW,hvac,Birmingham,AL
b_tmi-can-help-montg_ery_bama_66866,TMI Can Help,https://www.tmicanhelp.com/?utm_source=google&utm_medium=gmb&utm_campaign=seo,tmicanhelp@gmail.com,https://irp.cdn-website.com/ff22c303/dms3rep/multi/TMI-Can-Help-logo1-fb716062.jpg,kitchen-remodeling,Montgomery,AL
b_huffman-electrical_ham_bama_01777,Huffman Electrical Contractor Inc,http://huffmanelectricalcontractors.net/,,https://static.wixstatic.com/media/b92155_e153432ebaf6434a989468f437869ce7%7Emv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/b92155_e153432ebaf6434a989468f437869ce7%7Emv2.jpg,electrical,Birmingham,AL
b_r-r-supply-co-mont_ery_bama_36978,R & R Supply Co,http://www.randrsupply.com/,,https://bed774.claudeassets.com/20240608235237im_/https://randrsupply.com/contentonly.aspx?file=images/ls_custLogin.jpg,electrical,Montgomery,AL
b_southern-controls-_ery_bama_96656,"Southern Controls, inc.",http://www.southerncontrols.com/,,,electrical,Montgomery,AL
b_alabama-plumbing-p_ham_bama_54447,"Alabama Plumbing Pros, LLC",http://facebook.com/alabamaplumbingpros,,,plumbing,Birmingham,AL
b_mayer-electric-sup_ham_bama_29078,Mayer Electric Supply,https://www.mayerelectric.com/Birmingham?utm_source=local-listings&utm_medium=organic&utm_content=GMB,,,electrical,Birmingham,AL
b_1018-roofing-birmi_ham_bama_63855,1018 Roofing,https://1018roofing.com/,,https://1018roofing.com/favicon.ico,roofing,Birmingham,AL
b_davis-plumbing-co-_ham_bama_65637,Davis Plumbing Co,http://www.davisplumbingcoinc.com/,,,plumbing,Birmingham,AL
b_kemco-montgomery_ery_bama_88657,Kemco,https://www.kemcois.com/,,,hvac,Montgomery,AL
b_advanced-roofing-c_ham_bama_15195,"Advanced Roofing & Construction, LLC - Birmingham",https://www.advancedalabama.com/,office@advancedalabama.com,https://advancedalabama.com/wp-content/uploads/2021/04/logo_1-150x150.png,roofing,Birmingham,AL
b_recon-builders-inc_ery_bama_32977,"Recon Builders, Inc.",http://recon-builders.com/,recon-builders@hotmail.com,https://irp.cdn-website.com/55cf26d8/site_favicon_16_1697735986430.ico,kitchen-remodeling,Montgomery,AL
b_belfor-property-re_ham_bama_75559,BELFOR Property Restoration,https://www.belfor.com/us/en/locations/,,https://www.belfor.com/us/wp-content/uploads/sites/2/2024/02/cropped-favicon-2-32x32.png,kitchen-remodeling,Birmingham,AL
b_grainger-industria_ery_bama_90907,Grainger Industrial Supply,https://www.grainger.com/branch/Montgomery-Branch-507,,,plumbing,Montgomery,AL
b_leak-solutions-com_ham_bama_04706,Leak Solutions | Commercial Roofing Company,https://leaksolutions.net/,dowens@leaksolutions.net,https://ueni-favicons.s3.eu-central-1.amazonaws.com/production/09cbead9bfe04588966ee423641fffd9.png,roofing,Birmingham,AL
b_garner-electric-in_ery_bama_44606,Garner Electric Inc,http://www.garnerelectricinc.com/,,https://images.squarespace-cdn.com/content/v1/51f67fb0e4b0339265c9c4e0/1396363662737-O7VGYK5FZVUUVNSMDIFP/favicon.ico?format=100w,electrical,Montgomery,AL
b_pro-roofers-birmin_ham_bama_53025,Pro Roofers Birmingham,http://proroofersbirmingham.com/,celines.45@email.com,https://www.proroofersbirmingham.com/favicon.ico,roofing,Birmingham,AL
b_superior-roofing-a_ham_bama_18284,Superior Roofing Alabama & Remodeling,https://www.superiorroofingal.com/,jcato1970@gmail.com,https://superiorroofingal.com/wp-content/uploads/2020/02/cropped-75435799_2813536398677209_5131832237582450688_n-e1580775354793.jpg?w=32,roofing,Birmingham,AL
b_a-1-roofing-remode_ery_bama_84767,A-1 Roofing & Remodeling,https://www.facebook.com/T-C-Affordable-Roofing-278538105526852/,,,roofing,Montgomery,AL
b_birmingham-home-ca_ham_bama_68001,Birmingham Home Care and Repair LLC,https://www.birminghamhomerepair.com/,dan@birminghamhomerepair.com,https://static.wixstatic.com/media/fd916b_2692de50f0b24702888b26f1fca1c023%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/fd916b_2692de50f0b24702888b26f1fca1c023%7Emv2.png,kitchen-remodeling,Birmingham,AL
b_centimark-corporat_ham_bama_66217,CentiMark Corporation,https://www.centimark.com/locations/birmingham-alabama,,,roofing,Birmingham,AL
b_graybar-montgomery_ery_bama_44299,Graybar,https://www.graybar.com/store-finder?utm_source=rioseo&utm_medium=organic&utm_content=google-locations&utm_campaign=rioseo-MNAL&cm_mmc=rioseo:organic-_-google-_-locations-_-MNAL,,https://res.cloudinary.com/gbcomint/image/upload/graybar-widen/content/v89ttd0kkb/png/icon-favicon.png,electrical,Montgomery,AL
b_as-salaam-enterpri_ery_bama_43588,As Salaam Enterprises,https://linktr.ee/DZIKRBRAND,,,kitchen-remodeling,Montgomery,AL
b_american-pipe-supp_ery_bama_98510,American Pipe & Supply Co Inc,https://www.americanpipe.com/,,,plumbing,Montgomery,AL
b_united-refrigerati_ery_bama_16048,United Refrigeration Inc,http://www.uri.com/,,,hvac,Montgomery,AL
b_alabama-constructi_ery_bama_22944,"Alabama Construction Pros, LLC",https://alabamaconstructionpros.com/,,https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/68f18d715233e9ff8fc66daa/898a808d0_Alabama2.png,kitchen-remodeling,Montgomery,AL
b_reliable-services-_ham_bama_02467,Reliable Services,https://reliableserviceroofing.com/,,,roofing,Birmingham,AL
b_alabama-tub-tile-m_ery_bama_27844,Alabama Tub & Tile,http://www.alabamatubandtile.com/,,"https://img1.wsimg.com/isteam/ip/a2003ff2-fd4d-41bc-aacb-005b1aed8522/1.png/:/rs=w:57,h:57,m",bathroom-remodeling,Montgomery,AL
b_dixie-acoustical-c_ham_bama_68873,Dixie Acoustical Contractors,http://dixieacoustical.com/,,https://img-fl.nccdn.net/favicon.ico?V=c8837e92#SYSTEM,kitchen-remodeling,Birmingham,AL
b_mayer-electric-sup_ery_bama_29078,Mayer Electric Supply,https://www.mayerelectric.com/Montgomery?utm_source=local-listings&utm_medium=organic&utm_content=GMB,,,electrical,Montgomery,AL
b_walker-stripling-r_ery_bama_95368,Walker Stripling Remodeling & Repair,http://www.walkerstripling.com/,,https://walkerstripling.com/wp-content/uploads/2024/05/cropped-site-icon-32x32.png,kitchen-remodeling,Montgomery,AL
b_city-electric-supp_ery_bama_85809,City Electric Supply Montgomery AL,https://www.cityelectricsupply.com/branches/al/montgomery/montgomery-al,,,electrical,Montgomery,AL
b_central-supply-com_ham_bama_45387,Central Supply Company,http://centralsupplyco.net/,,https://static.parastorage.com/client/pfavico.ico,plumbing,Birmingham,AL
b_diversified-contra_ham_bama_15375,Diversified Contractors,http://dcial.com/,,https://static.wixstatic.com/media/82acfc_657999cad46540cf988b37cd282b1539%7Emv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/82acfc_657999cad46540cf988b37cd282b1539%7Emv2.jpg,kitchen-remodeling,Birmingham,AL
b_apex-plumbing-serv_ery_bama_16267,Apex Plumbing Services,https://www.apexplumbingservices334.com/,,https://static.wixstatic.com/media/4ed996_7e810030c2f240b7b784ccb1ce386271%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/4ed996_7e810030c2f240b7b784ccb1ce386271%7Emv2.png,plumbing,Montgomery,AL
b_hometown-hvacr-mon_ery_bama_90966,HomeTown HVACR,http://hometownhvacr.pro/,,"https://img1.wsimg.com/isteam/ip/c74674cc-84b7-47fb-9f4c-76eff5819667/IMG_7789.jpeg/:/rs=w:57,h:57,m",hvac,Montgomery,AL
b_robby-s-heating-ai_ery_bama_19986,Robby's Heating & Air Conditioning,https://www.facebook.com/robbysheatingac/,,,hvac,Montgomery,AL
b_mcgehee-electric-l_ery_bama_42960,"McGehee Electric, LLC",https://mcgeheeelectric.com/,,,electrical,Montgomery,AL
b_l-w-supply-montgom_ery_bama_75211,"L&W Supply - Montgomery, AL",https://lwsupply.com/locations/lw-supply-montgomery-al/?utm_source=google&utm_medium=organic_gmb&utm_campaign=gmbmontgomery_al_listing,,,plumbing,Montgomery,AL
b_roofscapes-montgom_ery_bama_05487,Roofscapes,http://www.roofscapesofalabama.com/,,https://irp.cdn-website.com/bb1d7662/site_favicon_16_1761148537326.ico,roofing,Montgomery,AL
b_stone-sons-electri_ham_bama_34319,Stone & Sons Electrical Contractor,https://stoneandsons.com/,,https://stoneandsons.com/wp-content/media/sands-fav-250x250.png,electrical,Birmingham,AL
b_petranka-contracti_ery_bama_19307,Petranka Contracting,http://www.petrankacontracting.com/,,,electrical,Montgomery,AL
b_cobb-roofing-inc-b_ham_bama_79018,Cobb Roofing Inc,http://cobb-roofing.com/,,https://cobb-roofing.com/wp-content/uploads/2019/02/cobbroofinglogo.png,roofing,Birmingham,AL
b_genius-roof-birmin_ham_bama_10700,Genius Roof,https://geniusroof.com/,,,roofing,Birmingham,AL
b_southern-roofing-c_ery_bama_42470,Southern Roofing Co,https://www.southernroofing.net/,,https://assets.squarespace.com/universal/default-favicon.ico,roofing,Montgomery,AL
b_progressive-electr_ham_bama_68382,Progressive Electrical Services Inc,https://usmapiz.org/details/progressive-electrical-services-inc-ChIJEUL,,https://usmapinformation.com/favicon.svg,electrical,Birmingham,AL
b_craft-electric-co-_ham_bama_12158,Craft Electric Co Inc,http://www.craft-electric.com/,wmcraftelectric@gmail.com,https://images.squarespace-cdn.com/content/v1/56311315e4b0b8356ef592f5/037d80a2-0f58-4598-860c-95aa64a3fd68/favicon.ico?format=100w,electrical,Birmingham,AL
b_perfect-climate-he_ery_bama_83087,Perfect Climate Heating & Air LLC,http://www.pchallc.com/,,,hvac,Montgomery,AL
b_high-cotton-plumbi_ery_bama_37494,High Cotton Plumbing,https://hirehighcotton.com/,,https://hirehighcotton.com/wp-content/uploads/2026/02/cropped-favicon-32x32.png,plumbing,Montgomery,AL
b_johnstone-supply-m_ery_bama_04823,Johnstone Supply,https://www.johnstonesupply.com/store546,,,hvac,Montgomery,AL
b_shearer-supply-mon_ery_bama_96149,Shearer Supply Montgomery,http://www.shearersupply.com/,,,hvac,Montgomery,AL
b_ellis-heating-air-_ery_bama_22663,Ellis Heating & Air Conditioning,https://ellisheatingandair.godaddysites.com/,,"https://img1.wsimg.com/isteam/ip/93d2aa8b-775c-4aaa-8676-376c47677673/Android%20Playstore%20Graphic.png/:/rs=w:57,h:57,m",hvac,Montgomery,AL
b_capstone-roofing-b_ham_bama_27197,Capstone Roofing,https://capstoneroofingco.com/commercial-roofing-company-in-new-orleans-la-birmingham-al/,info@capstoneroofingco.com,https://capstoneroofingco.com/wp-content/uploads/2023/12/cropped-cropped-A-polished-32x32.png,roofing,Birmingham,AL
b_superior-plumbing-_ham_bama_27632,Superior Plumbing LLC,http://superiorplumbingbhm.com/service-areas/birmingham,,https://superiorplumbingbhm.com/images/favico.png,plumbing,Birmingham,AL
b_zeltman-heating-ai_ham_bama_54916,Zeltman Heating & Air,http://www.zeltmanair.com/,,"https://img1.wsimg.com/isteam/ip/02970b8e-c2b9-4cd3-8b29-4be1226b381c/1%20Vinyl%20Wrap%20Door%20ZHA.png/:/rs=w:57,h:57,m",hvac,Birmingham,AL
b_darnell-plumbing-c_ery_bama_09548,Darnell Plumbing Co LLC,https://www.alplumbers.com/s/montgomery/,,https://www.alplumbers.com/_/images/layout/logo.png,plumbing,Montgomery,AL
b_white-glove-roofin_ham_bama_91071,White Glove Roofing,https://whitegloveroofs.com/,,,roofing,Birmingham,AL
b_kbroofingllc-birmi_ham_bama_14274,Kbroofingllc,https://www.kbroofingllc.net/,,https://www.kbroofingllc.net/assets/images/logo/favicon.png,roofing,Birmingham,AL
b_apex-architectural_ham_bama_31889,Apex Architectural Metals,https://apex-metal.com/,,,roofing,Birmingham,AL
b_benchmark-plumbing_ham_bama_50597,Benchmark Plumbing,http://benchmarkplumbingal.com/,benchmarkplumbingal@gmail.com,https://images.squarespace-cdn.com/content/v1/66ee3dc8a4b3e222b06a97c0/0a01a75a-751e-48a1-9e86-87eb2e173f88/favicon.ico,plumbing,Birmingham,AL
b_ken-underwood-roof_ham_bama_57854,Ken Underwood Roofing,https://kenunderwoodroofing.com/contact-us,filler@godaddy.com,"https://img1.wsimg.com/isteam/ip/542efc42-5fc9-48b4-ad78-57bd91649a85/Ken%20Underwood%20Roofing%20Logo.jpg/:/rs=w:57,h:57,m",roofing,Birmingham,AL
b_porter-tech-montgo_ery_bama_39906,Porter Tech,http://porterlowvoltage.com/,,https://porterlowvoltage.com/wp-content/uploads/2023/03/cropped-porter-icon-32x32.png,electrical,Montgomery,AL
b_a-team-comfort-sol_ery_bama_14156,"A-Team Comfort Solutions, LLC",https://a-teamcomfort.com/,,https://assets.squarespace.com/universal/default-favicon.ico,hvac,Montgomery,AL
b_john-burke-plumbin_ery_bama_54192,"John Burke Plumbing, Inc.",http://johnburkeplumbinginc.com/,,,plumbing,Montgomery,AL
b_d-h-painting-and-r_ham_bama_75824,D & H Painting and Remodeling,https://www.dhpaintingandremodeling.com/,dhpaintandremodel@gmail.com,https://irp.cdn-website.com/f2aa02f5/dms3rep/multi/d-and-h-painting-and-remodeling-logo-1920w-afa25af6.png,kitchen-remodeling,Birmingham,AL
b_climateprousa-mont_ery_bama_95156,ClimateProUSA,http://climateprousa.com/,,"https://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m",hvac,Montgomery,AL
b_allseason-montgome_ery_bama_77593,AllSeason Montgomery Heating and Cooling,https://allseasonmontgomeryheatingandcooling.com/,,https://allseasonmontgomeryheatingandcooling.com/make_a_logo_2k_202601230607-removebg-preview_(1).png,hvac,Montgomery,AL
b_electrical-repair-_ham_bama_65155,Electrical Repair Services Co,http://www.electricalrepairserviceco.com/,,https://static.parastorage.com/client/pfavico.ico,electrical,Birmingham,AL
b_r-h-supply-company_ery_bama_45285,R&H Supply Company,http://www.rhsupplyco.com/,,,hvac,Montgomery,AL
b_kimbro-renovations_ery_bama_59268,Kimbro Renovations Inc.,http://kimbrorenovations.com/,office@kimbrorenovations.com,https://www.kimbrorenovations.com/s/misc/favicon.png?1571939644,kitchen-remodeling,Montgomery,AL
b_trawick-contractor_ham_bama_17277,Trawick Contractors,https://trawickco.com/,info@trawickco.com,https://trawickco.com/wp-content/uploads/2024/07/logo.png,kitchen-remodeling,Birmingham,AL
b_montgomery-electri_ery_bama_57871,"Montgomery Electric and Maintenance, Inc",http://www.montelectric.com/,,,electrical,Montgomery,AL
b_murray-constructio_ham_bama_91601,Murray Construction,http://murray.construction/,build@murray.construction,https://cdn.prod.website-files.com/625dd89720d8abce7eb056f7/625dd89720d8ab1635b0583d_MurrayLogo.png,kitchen-remodeling,Birmingham,AL
b_ferguson-plumbing-_ery_bama_28974,Ferguson Plumbing Supply,https://www.ferguson.com/store/al/montgomery/plumbingpvf-1487?utm_source=google&utm_medium=organic&utm_campaign=rt_lis_listingtraffic&utm_content=listing,,https://www.ferguson.com/on/demandware.static/Sites-Ferguson-Site/-/default/dwb123e14a/images/favicon.ico,plumbing,Montgomery,AL
b_blw-roofing-birmin_ham_bama_98014,BLW Roofing,https://www.blw-roofing.com/,blwroofal@gmail.com,https://static.parastorage.com/client/pfavico.ico,roofing,Birmingham,AL
b_sexton-plumbing-se_ery_bama_17154,Sexton Plumbing Services,https://sextonplumbing334.com/,,https://static.cdn-website.com/runtime/favicon_d1_res.ico,plumbing,Montgomery,AL
b_european-kitchen-o_ham_bama_30953,European Kitchen of Alabama,http://www.europeankitchenal.com/,info@europeankitchenal.com,https://irp.cdn-website.com/7a902e82/dms3rep/multi/TheEuropeanCollection_Logo_E.jpg,bathroom-remodeling,Birmingham,AL
b_ritchie-constructi_ham_bama_67799,Ritchie Construction Group,https://ritchieconstructiongroup.com/,office@rcgbham.com,https://images.squarespace-cdn.com/content/v1/660ae0ee3399a85bde0c14f7/b805bcd8-0dae-453b-81c2-a1b55ef8ff18/favicon.ico?format=100w,kitchen-remodeling,Birmingham,AL
b_arac-roof-it-forwa_ham_bama_81443,ARAC Roof It Forward,http://www.roofitforward.com/,,https://octanecdn.com/roofitforwardcom/roofitforwardcom_604838094.png,roofing,Birmingham,AL
b_armstrong-electric_ham_bama_51962,Armstrong Electrical Contractors,https://www.armstrongelectricalco.com/?utm_source=GMBlisting&utm_medium=organic,info@armstrongelectricalco.com,https://www.armstrongelectricalco.com/wp-content/uploads/fbrfg/apple-touch-icon.png,electrical,Birmingham,AL
b_just-roof-leaks-bi_ham_bama_13751,Just Roof Leaks℠,http://www.justroofleaks.com/,,https://www.justroofleaks.com/wp-content/uploads/favicon.ico.png,roofing,Birmingham,AL
b_creature-birmingha_ham_bama_37153,Creature,https://www.creaturebuilds.com/,info@creaturebuilds.com,https://images.squarespace-cdn.com/content/v1/58d5878d8419c267b722628c/1522439678395-5GD4ZC3CT5ZAGMFCUGYW/favicon.ico,kitchen-remodeling,Birmingham,AL
b_tecta-america-birm_ham_bama_89180,"Tecta America Birmingham, Commercial Roofing",https://www.tectaamerica.com/location/birmingham-alabama/,jholt@tectaamerica.com,https://www.tectaamerica.com/wp-content/uploads/2025/02/cropped-favicon-32x32.png,roofing,Birmingham,AL
b_bellz-properties-h_ery_bama_03226,Bellz Properties Heating & Air Conditioning,https://www.bellzpropertiesllc.com/,,https://www.bellzpropertiesllc.com/wp-content/uploads/2017/03/300.png,hvac,Montgomery,AL
